Last Modified,URL,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8
2025-02-06,https://www.essex.ac.uk/departments/mathematics-statistics-and-actuarial-science/research/mathematics,departments,mathematics-statistics-and-actuarial-science,research,mathematics,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/classical-german-philosophy,departments,philosophical-historical-and-interdisciplinary-studies,research,classical-german-philosophy,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/critical-theory,departments,philosophical-historical-and-interdisciplinary-studies,research,critical-theory,,,,
2025-02-19,"https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/feminism,-race-and-gender",departments,philosophical-historical-and-interdisciplinary-studies,research,"feminism,-race-and-gender",,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/phenomenology-and-existentialism,departments,philosophical-historical-and-interdisciplinary-studies,research,phenomenology-and-existentialism,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/self-consciousness-and-self-knowledge,departments,philosophical-historical-and-interdisciplinary-studies,research,self-consciousness-and-self-knowledge,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/medical-humanities,departments,philosophical-historical-and-interdisciplinary-studies,research,medical-humanities,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/political-cultures-class-and-citizenship,departments,philosophical-historical-and-interdisciplinary-studies,research,political-cultures-class-and-citizenship,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/war-conflict-and-memory,departments,philosophical-historical-and-interdisciplinary-studies,research,war-conflict-and-memory,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/space-and-place,departments,philosophical-historical-and-interdisciplinary-studies,research,space-and-place,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/the-politics-of-art-and-visual-culture,departments,philosophical-historical-and-interdisciplinary-studies,research,the-politics-of-art-and-visual-culture,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/art-produced-beyond-its-historic-institutions,departments,philosophical-historical-and-interdisciplinary-studies,research,art-produced-beyond-its-historic-institutions,,,,
2025-02-19,https://www.essex.ac.uk/departments/philosophical-historical-and-interdisciplinary-studies/research/race-gender-and-identity,departments,philosophical-historical-and-interdisciplinary-studies,research,race-gender-and-identity,,,,
2025-02-19,https://www.essex.ac.uk/postgraduate/research/doctoral-training-partnerships/senss,postgraduate,research,doctoral-training-partnerships,senss,,,,
2025-02-19,https://www.essex.ac.uk/about/faculty-of-arts-and-humanities/research/digital-humanities,about,faculty-of-arts-and-humanities,research,digital-humanities,,,,
2025-03-03,https://www.essex.ac.uk/departments/language-and-linguistics/research/linguistic-diversity-and-theoretical-linguistics,departments,language-and-linguistics,research,linguistic-diversity-and-theoretical-linguistics,,,,
2025-03-21,https://www.essex.ac.uk/departments/life-sciences/research/ecology-and-environmental-microbiology-group/academic-members,departments,life-sciences,research,ecology-and-environmental-microbiology-group,academic-members,,,
2025-03-25,https://www.essex.ac.uk/departments/sociology/research/sociological-foundations-theory-and-method,departments,sociology,research,sociological-foundations-theory-and-method,,,,
2025-03-21,https://www.essex.ac.uk/departments/life-sciences/research/protein-structure-and-mechanisms-of-disease-group,departments,life-sciences,research,protein-structure-and-mechanisms-of-disease-group,,,,
2025-03-21,https://www.essex.ac.uk/departments/life-sciences/research/genomics-and-computational-biology-group,departments,life-sciences,research,genomics-and-computational-biology-group,,,,
2025-03-03,https://www.essex.ac.uk/departments/language-and-linguistics/research/african-languages,departments,language-and-linguistics,research,african-languages,,,,
2025-03-03,https://www.essex.ac.uk/departments/language-and-linguistics/research/language-policy-and-multilingualism,departments,language-and-linguistics,research,language-policy-and-multilingualism,,,,
2025-03-03,https://www.essex.ac.uk/departments/language-and-linguistics/research/experimental-linguistics,departments,language-and-linguistics,research,experimental-linguistics,,,,
2025-03-14,https://www.essex.ac.uk/departments/government/research/africa-special-interest-group,departments,government,research,africa-special-interest-group,,,,
2025-04-02,https://www.essex.ac.uk/postgraduate/research/doctoral-training-partnerships/sustainable-transitions---governance-ecological-management-and-society,postgraduate,research,doctoral-training-partnerships,sustainable-transitions---governance-ecological-management-and-society,,,,
2025-04-30,https://www.essex.ac.uk/departments/essex-business-school/research/management-and-marketing-group,departments,essex-business-school,research,management-and-marketing-group,,,,
2025-05-07,https://www.essex.ac.uk/departments/sociology/research/culture-identity-and-subjectivity,departments,sociology,research,culture-identity-and-subjectivity,,,,
2025-05-07,"https://www.essex.ac.uk/departments/sociology/research/transnationalism,-nation-and-rights",departments,sociology,research,"transnationalism,-nation-and-rights",,,,
2025-05-07,https://www.essex.ac.uk/departments/sociology/research/crime-justice-and-public-policy,departments,sociology,research,crime-justice-and-public-policy,,,,
2025-05-07,https://www.essex.ac.uk/departments/sociology/research/social-divisions-and-economic-life,departments,sociology,research,social-divisions-and-economic-life,,,,
2025-05-14,https://www.essex.ac.uk/departments/essex-business-school/research/latin-american-network-at-essex,departments,essex-business-school,research,latin-american-network-at-essex,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/introduction-to-programming-and-databases,short-courses,introduction-to-programming-and-databases,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/driving-sales-through-effective-relationship-management,short-courses,driving-sales-through-effective-relationship-management,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/accelerating-innovation,short-courses,accelerating-innovation,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/digital-brand-management,short-courses,digital-brand-management,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/developing-professional-practice---level-7,short-courses,developing-professional-practice---level-7,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/developing-professional-practice---level-6,short-courses,developing-professional-practice---level-6,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/developing-critical-appraisal-skills---level-6,short-courses,developing-critical-appraisal-skills---level-6,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/data-visualisation-and-predictive-modelling-using-r,short-courses,data-visualisation-and-predictive-modelling-using-r,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/developing-critical-appraisal-skills---level-5,short-courses,developing-critical-appraisal-skills---level-5,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/creating-competitive-advantage,short-courses,creating-competitive-advantage,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/core-management,short-courses,core-management,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/introduction-to-programming-for-data-science-and-ai,short-courses,introduction-to-programming-for-data-science-and-ai,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/summer-school-module,short-courses,summer-school-module,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/introduction-to-statistical-analysis-and-data-science-with-r,short-courses,introduction-to-statistical-analysis-and-data-science-with-r,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/leading-with-data-and-ai,short-courses,leading-with-data-and-ai,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/personal-effectiveness-in-leadership-and-strategy,short-courses,personal-effectiveness-in-leadership-and-strategy,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/management-of-diabetes---level-4,short-courses,management-of-diabetes---level-4,,,,,,
2025-03-07,https://www.essex.ac.uk/short-courses/innovation-and-change-management-in-health-and-social-care,short-courses,innovation-and-change-management-in-health-and-social-care,,,,,,
2025-03-07,https://www.essex.ac.uk/short-courses/strategic-management-and-senior-leadership-in-health-and-social-care,short-courses,strategic-management-and-senior-leadership-in-health-and-social-care,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/sustainability-stewardship-and-finance,short-courses,sustainability-stewardship-and-finance,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/advanced-clinical-practice-dissertation,short-courses,advanced-clinical-practice-dissertation,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/advanced-clinical-practice-development-portfolio,short-courses,advanced-clinical-practice-development-portfolio,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/introduction-to-global-health,short-courses,introduction-to-global-health,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/research-design-and-critical-appraisal-skills,short-courses,research-design-and-critical-appraisal-skills,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/applying-and-using-learning-in-practice---level-7---15-credits,short-courses,applying-and-using-learning-in-practice---level-7---15-credits,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/quality-improvement-in-practice---level-7,short-courses,quality-improvement-in-practice---level-7,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/research-dissertation---hsc,short-courses,research-dissertation---hsc,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/consultation-and-assessment-skills---level-6,short-courses,consultation-and-assessment-skills---level-6,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/consultation-and-assessment-skills---level-7,short-courses,consultation-and-assessment-skills---level-7,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/developing-as-a-practice-educator---social-work---pep-2---level-7,short-courses,developing-as-a-practice-educator---social-work---pep-2---level-7,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/qualitative-health-research---level-7,short-courses,qualitative-health-research---level-7,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/theory-and-method-in-health-research,short-courses,theory-and-method-in-health-research,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/course-design-and-development---level-7,short-courses,course-design-and-development---level-7,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/health-inequalities-and-intersectionality,short-courses,health-inequalities-and-intersectionality,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/data-collection-analysis-and-interpretation---level-7---15-credits,short-courses,data-collection-analysis-and-interpretation---level-7---15-credits,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/learning-organisations-and-quality-enhancement---level-7,short-courses,learning-organisations-and-quality-enhancement---level-7,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/leadership-in-health-and-social-care---level-7,short-courses,leadership-in-health-and-social-care---level-7,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/applying-and-using-learning-in-practice---level-7---30-credits,short-courses,applying-and-using-learning-in-practice---level-7---30-credits,,,,,,
2025-05-06,https://www.essex.ac.uk/short-courses/using-technology-to-enhance-learning-in-practice---level-7,short-courses,using-technology-to-enhance-learning-in-practice---level-7,,,,,,
2025-05-08,https://www.essex.ac.uk/short-courses/first-contact-musculoskeletal-practice,short-courses,first-contact-musculoskeletal-practice,,,,,,
2025-05-08,https://www.essex.ac.uk/short-courses/musculoskeletal-ultrasound-clinical-skills-experience---scanning-record,short-courses,musculoskeletal-ultrasound-clinical-skills-experience---scanning-record,,,,,,
2025-05-08,https://www.essex.ac.uk/short-courses/technical-considerations-in-ultrasound-imaging,short-courses,technical-considerations-in-ultrasound-imaging,,,,,,
2025-05-08,https://www.essex.ac.uk/short-courses/introduction-to-musculoskeletal-ultrasound,short-courses,introduction-to-musculoskeletal-ultrasound,,,,,,
