last modified,url,level_1,level_1,level_2,level_2,level_3,level_3,level_4,level_4,level_5,level_5,level_6,level_6,level_7,level_7,level_8,level_8
,https://www.essex.ac.uk/courses/PG00639/1/MSc-International-Marketing-and-Business-Intelligence,,courses,,PG00639,,1,,MSc-International-Marketing-and-Business-Intelligence,,,,,,,,
,https://www.essex.ac.uk/courses/PG01406/2/MSc-Environmental-Futures-with-Climate-Change,,courses,,PG01406,,2,,MSc-Environmental-Futures-with-Climate-Change,,,,,,,,
,https://www.essex.ac.uk/courses/PG01542/1/LLM-Law-Environment-and-Sustainability,,courses,,PG01542,,1,,LLM-Law-Environment-and-Sustainability,,,,,,,,
,https://www.essex.ac.uk/courses/PR00904/3/MSc-by-Dissertation-Environmental-Biology,,courses,,PR00904,,3,,MSc-by-Dissertation-Environmental-Biology,,,,,,,,
,https://www.essex.ac.uk/courses/PG01345/1/MA-Environment-Society-and-Culture,,courses,,PG01345,,1,,MA-Environment-Society-and-Culture,,,,,,,,
,https://www.essex.ac.uk/courses/PG01406/1/MA-Environmental-Futures-with-Climate-Change,,courses,,PG01406,,1,,MA-Environmental-Futures-with-Climate-Change,,,,,,,,
,https://www.essex.ac.uk/courses/UG01510/1/BA-Global-Studies-with-Sustainability,,courses,,UG01510,,1,,BA-Global-Studies-with-Sustainability,,,,,,,,
,https://www.essex.ac.uk/courses/UG00157/2/BA-European-Studies-with-Italian,,courses,,UG00157,,2,,BA-European-Studies-with-Italian,,,,,,,,
,https://www.essex.ac.uk/courses/UG00152/1/BA-European-Studies-and-Modern-Languages,,courses,,UG00152,,1,,BA-European-Studies-and-Modern-Languages,,,,,,,,
,https://www.essex.ac.uk/courses/UG00152/2/BA-European-Studies-and-Modern-Languages,,courses,,UG00152,,2,,BA-European-Studies-and-Modern-Languages,,,,,,,,
,https://www.essex.ac.uk/courses/UG00155/1/BA-European-Studies-with-German,,courses,,UG00155,,1,,BA-European-Studies-with-German,,,,,,,,
,https://www.essex.ac.uk/courses/UG00151/1/BA-European-Studies,,courses,,UG00151,,1,,BA-European-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/UG00151/2/BA-European-Studies,,courses,,UG00151,,2,,BA-European-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/UG00155/2/BA-European-Studies-with-German,,courses,,UG00155,,2,,BA-European-Studies-with-German,,,,,,,,
,https://www.essex.ac.uk/courses/UG00154/2/BA-European-Studies-with-French,,courses,,UG00154,,2,,BA-European-Studies-with-French,,,,,,,,
,https://www.essex.ac.uk/courses/UG00154/1/BA-European-Studies-with-French,,courses,,UG00154,,1,,BA-European-Studies-with-French,,,,,,,,
,https://www.essex.ac.uk/courses/UG00157/1/BA-European-Studies-with-Italian,,courses,,UG00157,,1,,BA-European-Studies-with-Italian,,,,,,,,
,https://www.essex.ac.uk/courses/UG01328/2/BA-Events-Management,,courses,,UG01328,,2,,BA-Events-Management,,,,,,,,
,https://www.essex.ac.uk/courses/ug01113/2/ba-events-management-with-hospitality,,courses,,ug01113,,2,,ba-events-management-with-hospitality,,,,,,,,
,https://www.essex.ac.uk/courses/UG01328/1/FdA-Events-Management,,courses,,UG01328,,1,,FdA-Events-Management,,,,,,,,
,https://www.essex.ac.uk/courses/PG01115/1/MSc-International-Hospitality-Management,,courses,,PG01115,,1,,MSc-International-Hospitality-Management,,,,,,,,
,https://www.essex.ac.uk/courses/PG01647/2/International-Tourism-Management,,courses,,PG01647,,2,,International-Tourism-Management,,,,,,,,
,https://www.essex.ac.uk/courses/UG01327/1/FdA-Hospitality-Management,,courses,,UG01327,,1,,FdA-Hospitality-Management,,,,,,,,
,https://www.essex.ac.uk/courses/PG01645/1/MSc-International-Events-Management,,courses,,PG01645,,1,,MSc-International-Events-Management,,,,,,,,
,https://www.essex.ac.uk/courses/UG01585/2/BA-International-Tourism-Management,,courses,,UG01585,,2,,BA-International-Tourism-Management,,,,,,,,
,https://www.essex.ac.uk/courses/PR01648/1/PhD-Tourism-Hospitality-and-Events,,courses,,PR01648,,1,,PhD-Tourism-Hospitality-and-Events,,,,,,,,
,https://www.essex.ac.uk/courses/PG01115/2/MSc-International-Hospitality-Management,,courses,,PG01115,,2,,MSc-International-Hospitality-Management,,,,,,,,
,https://www.essex.ac.uk/courses/UG01585/1/FdA-International-Tourism-Management,,courses,,UG01585,,1,,FdA-International-Tourism-Management,,,,,,,,
,https://www.essex.ac.uk/courses/PG01647/1/MSc-International-Tourism-Management,,courses,,PG01647,,1,,MSc-International-Tourism-Management,,,,,,,,
,https://www.essex.ac.uk/courses/UG01327/2/BA-Hospitality-Management,,courses,,UG01327,,2,,BA-Hospitality-Management,,,,,,,,
,https://www.essex.ac.uk/courses/ug00206/2/ba-hotel-management,,courses,,ug00206,,2,,ba-hotel-management,,,,,,,,
,https://www.essex.ac.uk/courses/UG00203/1/BA-History-with-Film-Studies,,courses,,UG00203,,1,,BA-History-with-Film-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PR00911/1/PhD-Film-Studies,,courses,,PR00911,,1,,PhD-Film-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/UG00164/1/BA-Film-Studies,,courses,,UG00164,,1,,BA-Film-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PG00576/1/MA-Film-and-Literature,,courses,,PG00576,,1,,MA-Film-and-Literature,,,,,,,,
,https://www.essex.ac.uk/courses/PR00911/5/PhD-Film-Studies,,courses,,PR00911,,5,,PhD-Film-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PG00577/1/MA-Film-Studies,,courses,,PG00577,,1,,MA-Film-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PR00912/1/PhD-Film-Studies-Creative-Practice,,courses,,PR00912,,1,,PhD-Film-Studies-Creative-Practice,,,,,,,,
,https://www.essex.ac.uk/courses/UG00166/1/BA-Film-Studies-and-Literature,,courses,,UG00166,,1,,BA-Film-Studies-and-Literature,,,,,,,,
,https://www.essex.ac.uk/courses/PR00911/2/MPhil-Film-Studies,,courses,,PR00911,,2,,MPhil-Film-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PR00911/4/MA-by-Dissertation-Film-Studies,,courses,,PR00911,,4,,MA-by-Dissertation-Film-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PR00912/2/MPhil-Film-Studies-Creative-Practice,,courses,,PR00912,,2,,MPhil-Film-Studies-Creative-Practice,,,,,,,,
,https://www.essex.ac.uk/courses/UG01502/1/BA-Film-and-Journalism,,courses,,UG01502,,1,,BA-Film-and-Journalism,,,,,,,,
,https://www.essex.ac.uk/courses/PG01596/1/MA-Documentary-Film,,courses,,PG01596,,1,,MA-Documentary-Film,,,,,,,,
,https://www.essex.ac.uk/courses/UG00164/2/BA-Film-Studies,,courses,,UG00164,,2,,BA-Film-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PR00913/1/PhD-Finance,,courses,,PR00913,,1,,PhD-Finance,,,,,,,,
,https://www.essex.ac.uk/courses/PR00913/2/PhD-Finance,,courses,,PR00913,,2,,PhD-Finance,,,,,,,,
,https://www.essex.ac.uk/courses/UG00030/1/BSc-Banking-and-Finance,,courses,,UG00030,,1,,BSc-Banking-and-Finance,,,,,,,,
,https://www.essex.ac.uk/courses/PG00588/1/MSc-Financial-Engineering-and-Risk-Management,,courses,,PG00588,,1,,MSc-Financial-Engineering-and-Risk-Management,,,,,,,,
,https://www.essex.ac.uk/courses/PG00580/1/MSc-Investment-and-Wealth-Management,,courses,,PG00580,,1,,MSc-Investment-and-Wealth-Management,,,,,,,,
,https://www.essex.ac.uk/courses/PG01014/1/MSc-Financial-Data-Analytics,,courses,,PG01014,,1,,MSc-Financial-Data-Analytics,,,,,,,,
,https://www.essex.ac.uk/courses/UG01275/1/BSc-Finance-and-Management,,courses,,UG01275,,1,,BSc-Finance-and-Management,,,,,,,,
,https://www.essex.ac.uk/courses/PG00579/2/MRes-Finance,,courses,,PG00579,,2,,MRes-Finance,,,,,,,,
,https://www.essex.ac.uk/courses/PG00461/1/MSc-Corporate-and-Investment-Banking,,courses,,PG00461,,1,,MSc-Corporate-and-Investment-Banking,,,,,,,,
,https://www.essex.ac.uk/courses/PG00579/1/MSc-Finance,,courses,,PG00579,,1,,MSc-Finance,,,,,,,,
,https://www.essex.ac.uk/courses/UG00167/1/BSc-Finance,,courses,,UG00167,,1,,BSc-Finance,,,,,,,,
,https://www.essex.ac.uk/courses/UG01432/1/BA-Global-Studies-and-Latin-American-Studies,,courses,,UG01432,,1,,BA-Global-Studies-and-Latin-American-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/UG01349/1/BA-Global-Studies-with-Human-Rights,,courses,,UG01349,,1,,BA-Global-Studies-with-Human-Rights,,,,,,,,
,https://www.essex.ac.uk/courses/UG01430/1/BA-Global-Studies-with-Latin-American-Studies,,courses,,UG01430,,1,,BA-Global-Studies-with-Latin-American-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/UG01369/1/BA-Social-Change,,courses,,UG01369,,1,,BA-Social-Change,,,,,,,,
,https://www.essex.ac.uk/courses/UG01341/1/BA-Global-Studies-with-Politics,,courses,,UG01341,,1,,BA-Global-Studies-with-Politics,,,,,,,,
,https://www.essex.ac.uk/courses/UG01054/1/BA-Global-Studies,,courses,,UG01054,,1,,BA-Global-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/UG01144/1/BA-Global-Studies-and-Modern-Languages,,courses,,UG01144,,1,,BA-Global-Studies-and-Modern-Languages,,,,,,,,
,https://www.essex.ac.uk/courses/PG00754/1/Postgraduate-Certificate-Psychological-Wellbeing-Practice,,courses,,PG00754,,1,,Postgraduate-Certificate-Psychological-Wellbeing-Practice,,,,,,,,
,https://www.essex.ac.uk/courses/PG01084/2/Postgraduate-Diploma-Musculoskeletal-Ultrasound-Imaging,,courses,,PG01084,,2,,Postgraduate-Diploma-Musculoskeletal-Ultrasound-Imaging,,,,,,,,
,https://www.essex.ac.uk/courses/PR00952/1/Professional-Doctorate-Nursing,,courses,,PR00952,,1,,Professional-Doctorate-Nursing,,,,,,,,
,https://www.essex.ac.uk/courses/UG00375/1/BA-Social-Work,,courses,,UG00375,,1,,BA-Social-Work,,,,,,,,
,https://www.essex.ac.uk/courses/UG00316/1/BSc-Nursing-Mental-Health,,courses,,UG00316,,1,,BSc-Nursing-Mental-Health,,,,,,,,
,https://www.essex.ac.uk/courses/UG00316/2/BSc-Nursing-Mental-Health,,courses,,UG00316,,2,,BSc-Nursing-Mental-Health,,,,,,,,
,https://www.essex.ac.uk/courses/PG00602/1/MSc-Advanced-Clinical-Practice,,courses,,PG00602,,1,,MSc-Advanced-Clinical-Practice,,,,,,,,
,https://www.essex.ac.uk/courses/PR00915/1/PhD-Health-and-Organisational-Research,,courses,,PR00915,,1,,PhD-Health-and-Organisational-Research,,,,,,,,
,https://www.essex.ac.uk/courses/PG01447/1/MSc-Global-Public-Health,,courses,,PG01447,,1,,MSc-Global-Public-Health,,,,,,,,
,https://www.essex.ac.uk/courses/PG01030/1/Periodontology,,courses,,PG01030,,1,,Periodontology,,,,,,,,
,https://www.essex.ac.uk/courses/PG01084/1/Postgraduate-Certificate-Musculoskeletal-Ultrasound-Imaging,,courses,,PG01084,,1,,Postgraduate-Certificate-Musculoskeletal-Ultrasound-Imaging,,,,,,,,
,https://www.essex.ac.uk/courses/PR00974/1/Professional-Doctorate-Public-Health-Health-Visiting,,courses,,PR00974,,1,,Professional-Doctorate-Public-Health-Health-Visiting,,,,,,,,
,https://www.essex.ac.uk/courses/PG01008/1/MSc-Medical-and-Clinical-Education,,courses,,PG01008,,1,,MSc-Medical-and-Clinical-Education,,,,,,,,
,https://www.essex.ac.uk/courses/PG01084/3/MSc-Musculoskeletal-Ultrasound-Imaging,,courses,,PG01084,,3,,MSc-Musculoskeletal-Ultrasound-Imaging,,,,,,,,
,https://www.essex.ac.uk/courses/PG01565/2/Postgraduate-Certificate-Specialist-Adult-Mental-Health-Mental-Health-and-Wellbeing-Practitioner,,courses,,PG01565,,2,,Postgraduate-Certificate-Specialist-Adult-Mental-Health-Mental-Health-and-Wellbeing-Practitioner,,,,,,,,
,https://www.essex.ac.uk/courses/PR00973/2/MPhil-Public-Health,,courses,,PR00973,,2,,MPhil-Public-Health,,,,,,,,
,https://www.essex.ac.uk/courses/PR00979/2/MPhil-Social-Policy,,courses,,PR00979,,2,,MPhil-Social-Policy,,,,,,,,
,https://www.essex.ac.uk/courses/PR00920/1/PhD-Health-Studies,,courses,,PR00920,,1,,PhD-Health-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PG00803/1/MSc-Speech-and-Language-Therapy-Pre-Registration,,courses,,PG00803,,1,,MSc-Speech-and-Language-Therapy-Pre-Registration,,,,,,,,
,https://www.essex.ac.uk/courses/PR00973/3/MSc-by-Dissertation-Public-Health,,courses,,PR00973,,3,,MSc-by-Dissertation-Public-Health,,,,,,,,
,https://www.essex.ac.uk/courses/PR00917/1/Professional-Doctorate-Health-Care-Education,,courses,,PR00917,,1,,Professional-Doctorate-Health-Care-Education,,,,,,,,
,https://www.essex.ac.uk/courses/PG01450/1/Postgraduate-Certificate-First-Contact-Musculoskeletal-Practice,,courses,,PG01450,,1,,Postgraduate-Certificate-First-Contact-Musculoskeletal-Practice,,,,,,,,
,https://www.essex.ac.uk/courses/PG01565/1/Graduate-Certificate-Specialist-Adult-Mental-Health-Mental-Health-and-Wellbeing-Practitioner,,courses,,PG01565,,1,,Graduate-Certificate-Specialist-Adult-Mental-Health-Mental-Health-and-Wellbeing-Practitioner,,,,,,,,
,https://www.essex.ac.uk/courses/PG00720/1/MSc-Physiotherapy-Pre-Registration,,courses,,PG00720,,1,,MSc-Physiotherapy-Pre-Registration,,,,,,,,
,https://www.essex.ac.uk/courses/UG00320/1/FdSc-Oral-Health-Science,,courses,,UG00320,,1,,FdSc-Oral-Health-Science,,,,,,,,
,https://www.essex.ac.uk/courses/PR01310/1/PhD-Health-and-Exercise-Sciences,,courses,,PR01310,,1,,PhD-Health-and-Exercise-Sciences,,,,,,,,
,https://www.essex.ac.uk/courses/PR00920/5/PhD-Health-Studies,,courses,,PR00920,,5,,PhD-Health-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PG01031/1/Advanced-Periodontal-Practice,,courses,,PG01031,,1,,Advanced-Periodontal-Practice,,,,,,,,
,https://www.essex.ac.uk/courses/PR00915/2/MPhil-Health-and-Organisational-Research,,courses,,PR00915,,2,,MPhil-Health-and-Organisational-Research,,,,,,,,
,https://www.essex.ac.uk/courses/PR00973/1/PhD-Public-Health,,courses,,PR00973,,1,,PhD-Public-Health,,,,,,,,
,https://www.essex.ac.uk/courses/PG01500/1/MSc-Musculoskeletal-Practice,,courses,,PG01500,,1,,MSc-Musculoskeletal-Practice,,,,,,,,
,https://www.essex.ac.uk/courses/PR00880/1/Professional-Doctorate-Clinical-Psychology-D-Clin-Psych,,courses,,PR00880,,1,,Professional-Doctorate-Clinical-Psychology-D-Clin-Psych,,,,,,,,
,https://www.essex.ac.uk/courses/UG01559/1/Certificate-of-HE-Health-and-Social-Care,,courses,,UG01559,,1,,Certificate-of-HE-Health-and-Social-Care,,,,,,,,
,https://www.essex.ac.uk/courses/PG01008/2/Postgraduate-Diploma-Medical-and-Clinical-Education,,courses,,PG01008,,2,,Postgraduate-Diploma-Medical-and-Clinical-Education,,,,,,,,
,https://www.essex.ac.uk/courses/PR00979/3/MSc-by-Dissertation-Social-Policy,,courses,,PR00979,,3,,MSc-by-Dissertation-Social-Policy,,,,,,,,
,https://www.essex.ac.uk/courses/UG00320/2/BSc-Oral-Health-Science,,courses,,UG00320,,2,,BSc-Oral-Health-Science,,,,,,,,
,https://www.essex.ac.uk/courses/PG00366/2/MRes-Health-and-Care-Research,,courses,,PG00366,,2,,MRes-Health-and-Care-Research,,,,,,,,
,https://www.essex.ac.uk/courses/PR00987/1/PhD-Speech-and-Language-Therapy,,courses,,PR00987,,1,,PhD-Speech-and-Language-Therapy,,,,,,,,
,https://www.essex.ac.uk/courses/UG00315/1/BSc-Nursing-Adult,,courses,,UG00315,,1,,BSc-Nursing-Adult,,,,,,,,
,https://www.essex.ac.uk/courses/UG00339/2/BSc-Physiotherapy,,courses,,UG00339,,2,,BSc-Physiotherapy,,,,,,,,
,https://www.essex.ac.uk/courses/UG00315/2/BSc-Nursing-Adult,,courses,,UG00315,,2,,BSc-Nursing-Adult,,,,,,,,
,https://www.essex.ac.uk/courses/PR01312/1/PhD-Health-and-Physical-Activity,,courses,,PR01312,,1,,PhD-Health-and-Physical-Activity,,,,,,,,
,https://www.essex.ac.uk/courses/PG00754/2/Graduate-Certificate-Psychological-Wellbeing-Practice,,courses,,PG00754,,2,,Graduate-Certificate-Psychological-Wellbeing-Practice,,,,,,,,
,https://www.essex.ac.uk/courses/PG01008/3/Postgraduate-Certificate-Medical-and-Clinical-Education,,courses,,PG01008,,3,,Postgraduate-Certificate-Medical-and-Clinical-Education,,,,,,,,
,https://www.essex.ac.uk/courses/UG01110/1/BSc-Speech-and-Language-Therapy,,courses,,UG01110,,1,,BSc-Speech-and-Language-Therapy,,,,,,,,
,https://www.essex.ac.uk/courses/PR00953/5/PhD-Nursing-Studies,,courses,,PR00953,,5,,PhD-Nursing-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PR00979/1/PhD-Social-Policy,,courses,,PR00979,,1,,PhD-Social-Policy,,,,,,,,
,https://www.essex.ac.uk/courses/UG00292/1/BA-Modern-History-and-International-Relations,,courses,,UG00292,,1,,BA-Modern-History-and-International-Relations,,,,,,,,
,https://www.essex.ac.uk/courses/UG00325/1/BA-Philosophy-and-History,,courses,,UG00325,,1,,BA-Philosophy-and-History,,,,,,,,
,https://www.essex.ac.uk/courses/UG00189/4/Integrated-Master-in-History-History,,courses,,UG00189,,4,,Integrated-Master-in-History-History,,,,,,,,
,https://www.essex.ac.uk/courses/PG00609/1/MA-History,,courses,,PG00609,,1,,MA-History,,,,,,,,
,https://www.essex.ac.uk/courses/PG00609/3/Postgraduate-Certificate-History,,courses,,PG00609,,3,,Postgraduate-Certificate-History,,,,,,,,
,https://www.essex.ac.uk/courses/UG01442/1/BA-History-and-Heritage,,courses,,UG01442,,1,,BA-History-and-Heritage,,,,,,,,
,https://www.essex.ac.uk/courses/PR00922/4/MA-by-Dissertation-History,,courses,,PR00922,,4,,MA-by-Dissertation-History,,,,,,,,
,https://www.essex.ac.uk/courses/UG00189/1/BA-History,,courses,,UG00189,,1,,BA-History,,,,,,,,
,https://www.essex.ac.uk/courses/PG01443/1/MA-History-Power-and-Identity,,courses,,PG01443,,1,,MA-History-Power-and-Identity,,,,,,,,
,https://www.essex.ac.uk/courses/UG00189/2/BA-History,,courses,,UG00189,,2,,BA-History,,,,,,,,
,https://www.essex.ac.uk/courses/PR00922/2/MPhil-History,,courses,,PR00922,,2,,MPhil-History,,,,,,,,
,https://www.essex.ac.uk/courses/UG00204/1/BA-History-with-Human-Rights,,courses,,UG00204,,1,,BA-History-with-Human-Rights,,,,,,,,
,https://www.essex.ac.uk/courses/UG01444/1/BA-History-and-Law,,courses,,UG01444,,1,,BA-History-and-Law,,,,,,,,
,https://www.essex.ac.uk/courses/UG00293/1/BA-Modern-History-and-Politics,,courses,,UG00293,,1,,BA-Modern-History-and-Politics,,,,,,,,
,https://www.essex.ac.uk/courses/UG00291/1/BA-Modern-History,,courses,,UG00291,,1,,BA-Modern-History,,,,,,,,
,https://www.essex.ac.uk/courses/PG01339/1/MA-War-Culture-and-Society,,courses,,PG01339,,1,,MA-War-Culture-and-Society,,,,,,,,
,https://www.essex.ac.uk/courses/UG00325/2/BA-Philosophy-and-History,,courses,,UG00325,,2,,BA-Philosophy-and-History,,,,,,,,
,https://www.essex.ac.uk/courses/UG00197/1/BA-History-and-Sociology,,courses,,UG00197,,1,,BA-History-and-Sociology,,,,,,,,
,https://www.essex.ac.uk/courses/PG00456/2/Graduate-Diploma-Art-History-and-Theory,,courses,,PG00456,,2,,Graduate-Diploma-Art-History-and-Theory,,,,,,,,
,https://www.essex.ac.uk/courses/UG00194/1/BA-History-and-Literature,,courses,,UG00194,,1,,BA-History-and-Literature,,,,,,,,
,https://www.essex.ac.uk/courses/PR00922/1/PhD-History,,courses,,PR00922,,1,,PhD-History,,,,,,,,
,https://www.essex.ac.uk/courses/PR01372/2/PhD-Human-Resource-Management-and-Organisation-Studies,,courses,,PR01372,,2,,PhD-Human-Resource-Management-and-Organisation-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/UG00332/1/BA-Philosophy-with-Human-Rights,,courses,,UG00332,,1,,BA-Philosophy-with-Human-Rights,,,,,,,,
,https://www.essex.ac.uk/courses/PG00541/1/LLM-Economic-Social-and-Cultural-Rights,,courses,,PG00541,,1,,LLM-Economic-Social-and-Cultural-Rights,,,,,,,,
,https://www.essex.ac.uk/courses/PR00923/1/PhD-Human-Rights,,courses,,PR00923,,1,,PhD-Human-Rights,,,,,,,,
,https://www.essex.ac.uk/courses/UG01049/1/LLB-Law-with-Human-Rights,,courses,,UG01049,,1,,LLB-Law-with-Human-Rights,,,,,,,,
,https://www.essex.ac.uk/courses/PG00833/1/MA-Theory-and-Practice-of-Human-Rights,,courses,,PG00833,,1,,MA-Theory-and-Practice-of-Human-Rights,,,,,,,,
,https://www.essex.ac.uk/courses/PR00924/1/PhD-Human-Rights-and-Research-Methods,,courses,,PR00924,,1,,PhD-Human-Rights-and-Research-Methods,,,,,,,,
,https://www.essex.ac.uk/courses/PG00637/1/LLM-International-Human-Rights-Law,,courses,,PG00637,,1,,LLM-International-Human-Rights-Law,,,,,,,,
,https://www.essex.ac.uk/courses/UG01099/1/BA-Journalism-with-Human-Rights,,courses,,UG01099,,1,,BA-Journalism-with-Human-Rights,,,,,,,,
,https://www.essex.ac.uk/courses/UG01299/1/LLB-Law-with-Criminology,,courses,,UG01299,,1,,LLB-Law-with-Criminology,,,,,,,,
,https://www.essex.ac.uk/courses/PG01137/1/LLM-International-Humanitarian-Law,,courses,,PG01137,,1,,LLM-International-Humanitarian-Law,,,,,,,,
,https://www.essex.ac.uk/courses/UG00221/1/BA-International-Relations,,courses,,UG00221,,1,,BA-International-Relations,,,,,,,,
,https://www.essex.ac.uk/courses/PG00641/1/MA-International-Relations,,courses,,PG00641,,1,,MA-International-Relations,,,,,,,,
,https://www.essex.ac.uk/courses/PG00508/2/MSc-Conflict-Resolution,,courses,,PG00508,,2,,MSc-Conflict-Resolution,,,,,,,,
,https://www.essex.ac.uk/courses/PG00641/2/MSc-International-Relations,,courses,,PG00641,,2,,MSc-International-Relations,,,,,,,,
,https://www.essex.ac.uk/courses/PG00641/3/MRes-International-Relations,,courses,,PG00641,,3,,MRes-International-Relations,,,,,,,,
,https://www.essex.ac.uk/courses/UG01657/1/BA-International-Affairs,,courses,,UG01657,,1,,BA-International-Affairs,,,,,,,,
,https://www.essex.ac.uk/courses/PG00508/1/MA-Conflict-Resolution,,courses,,PG00508,,1,,MA-Conflict-Resolution,,,,,,,,
,https://www.essex.ac.uk/courses/UG01658/1/BA-International-Affairs-and-Economics,,courses,,UG01658,,1,,BA-International-Affairs-and-Economics,,,,,,,,
,https://www.essex.ac.uk/courses/PR00914/5/PhD-Government,,courses,,PR00914,,5,,PhD-Government,,,,,,,,
,https://www.essex.ac.uk/courses/PR00914/1/PhD-Government,,courses,,PR00914,,1,,PhD-Government,,,,,,,,
,https://www.essex.ac.uk/courses/PR00914/3/PhD-Government,,courses,,PR00914,,3,,PhD-Government,,,,,,,,
,https://www.essex.ac.uk/courses/PR00914/2/MPhil-Government,,courses,,PR00914,,2,,MPhil-Government,,,,,,,,
,https://www.essex.ac.uk/courses/PR01129/2/MPhil-Journalism,,courses,,PR01129,,2,,MPhil-Journalism,,,,,,,,
,https://www.essex.ac.uk/courses/UG01020/1/BA-Multimedia-Journalism,,courses,,UG01020,,1,,BA-Multimedia-Journalism,,,,,,,,
,https://www.essex.ac.uk/courses/PR01129/1/PhD-Journalism,,courses,,PR01129,,1,,PhD-Journalism,,,,,,,,
,https://www.essex.ac.uk/courses/UG01100/1/BA-Journalism-and-Politics,,courses,,UG01100,,1,,BA-Journalism-and-Politics,,,,,,,,
,https://www.essex.ac.uk/courses/PR01129/3/MSc-by-Dissertation-Journalism,,courses,,PR01129,,3,,MSc-by-Dissertation-Journalism,,,,,,,,
,https://www.essex.ac.uk/courses/UG01514/1/BA-Journalism-and-Language-Studies,,courses,,UG01514,,1,,BA-Journalism-and-Language-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PG01546/1/MA-International-Journalism,,courses,,PG01546,,1,,MA-International-Journalism,,,,,,,,
,https://www.essex.ac.uk/courses/UG00301/2/BA-Modern-Languages-with-Latin-American-Studies,,courses,,UG00301,,2,,BA-Modern-Languages-with-Latin-American-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/UG01412/1/BA-Language-Studies-with-Latin-American-Studies,,courses,,UG01412,,1,,BA-Language-Studies-with-Latin-American-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/UG00301/1/BA-Modern-Languages-with-Latin-American-Studies,,courses,,UG00301,,1,,BA-Modern-Languages-with-Latin-American-Studies,,,,,,,,
,https://www.essex.ac.uk/courses/PG01588/1/LLM-International-Criminal-Law,,courses,,PG01588,,1,,LLM-International-Criminal-Law,,,,,,,,
,https://www.essex.ac.uk/courses/UG01050/1/LLB-Law-with-Philosophy,,courses,,UG01050,,1,,LLB-Law-with-Philosophy,,,,,,,,
,https://www.essex.ac.uk/courses/UG00235/2/LLB-Law,,courses,,UG00235,,2,,LLB-Law,,,,,,,,
,https://www.essex.ac.uk/courses/UG00235/3/Integrated-Master-in-Law-Law,,courses,,UG00235,,3,,Integrated-Master-in-Law-Law,,,,,,,,
,https://www.essex.ac.uk/courses/PR00931/5/PhD-Law,,courses,,PR00931,,5,,PhD-Law,,,,,,,,
,https://www.essex.ac.uk/courses/PG01513/1/LLM-International-Human-Rights-and-Economic-Law,,courses,,PG01513,,1,,LLM-International-Human-Rights-and-Economic-Law,,,,,,,,
,https://www.essex.ac.uk/courses/PG01105/1/LLM-International-Trade-and-Maritime-Law,,courses,,PG01105,,1,,LLM-International-Trade-and-Maritime-Law,,,,,,,,
,https://www.essex.ac.uk/courses/PG00644/1/LLM-International-Trade-Law,,courses,,PG00644,,1,,LLM-International-Trade-Law,,,,,,,,
,https://www.essex.ac.uk/courses/PG01590/1/LLM-Law-and-Technology,,courses,,PG01590,,1,,LLM-Law-and-Technology,,,,,,,,
,https://www.essex.ac.uk/courses/PG01105/2/LLM-International-Trade-and-Maritime-Law,,courses,,PG01105,,2,,LLM-International-Trade-and-Maritime-Law,,,,,,,,
,https://www.essex.ac.uk/courses/PG00633/1/LLM-International-Commercial-and-Business-Law,,courses,,PG00633,,1,,LLM-International-Commercial-and-Business-Law,,,,,,,,
,https://www.essex.ac.uk/courses/UG00235/1/LLB-Law,,courses,,UG00235,,1,,LLB-Law,,,,,,,,
,https://www.essex.ac.uk/courses/UG01021/1/LLB-Law-Senior-Status,,courses,,UG01021,,1,,LLB-Law-Senior-Status,,,,,,,,
,https://www.essex.ac.uk/courses/PG00633/3/LLM-International-Commercial-and-Business-Law,,courses,,PG00633,,3,,LLM-International-Commercial-and-Business-Law,,,,,,,,
,https://www.essex.ac.uk/courses/UG00326/1/BA-Philosophy-and-Law,,courses,,UG00326,,1,,BA-Philosophy-and-Law,,,,,,,,
,https://www.essex.ac.uk/courses/PG01350/1/LLM-Maritime-Law,,courses,,PG01350,,1,,LLM-Maritime-Law,,,,,,,,
,https://www.essex.ac.uk/courses/PG01386/1/LLM-International-Law,,courses,,PG01386,,1,,LLM-International-Law,,,,,,,,
